Date,Weekly_Sales,Store,Dept,Temperature,Fuel_Price,CPI,Unemployment
2010-02-01,1209.8480979958676,3,9,71.33017628758853,3.5009546317334364,214.98609441976492,6.7390531320491975
2010-02-02,1120.0082602362133,7,15,34.293166895029785,3.367541132036035,177.42711718443604,4.896617551109765
2010-02-03,1071.215487859865,4,15,55.35233783591098,2.9990061593654835,158.91901502710255,9.579613564444514
2010-02-04,1168.6143082386834,8,16,80.61897917177879,3.594942979724637,195.63275931229134,6.752230694005229
2010-02-05,1069.7981687596725,7,14,44.03921757510881,3.048769210405175,196.52513635503908,5.089788531272931
2010-02-06,1194.603234440998,5,8,44.25048642824523,4.303166010574135,207.17565401885872,5.814374441823533
2010-02-07,1089.461831198164,7,18,30.706342468231732,2.9304089594663854,169.21755465667084,4.304815538133654
2010-02-08,1074.2860715781037,3,10,60.62373486257468,4.268710300911507,185.5017071273796,6.80980354873831
2010-02-09,1153.7524114816297,2,20,91.79140664713954,3.6188108514547137,172.5894335234125,9.118769031461419
2010-02-10,1184.009789177806,6,6,33.63306605111163,4.156976267790482,156.47629888925505,9.601482736040136
2010-02-11,1158.7943262664949,2,12,43.378309664720184,3.92569199172191,220.12910616127132,9.595613245021863
2010-02-12,1147.5445095290436,3,2,51.70591768399285,3.893390222873497,208.3095843590673,4.75138015377248
2010-02-13,1191.3335389871245,6,7,81.22073155949491,3.1486916153901117,174.11704475670405,6.292323295066342
2010-02-14,1135.484453926362,5,16,74.84449149618106,2.967793862944407,197.9498394297589,4.169372557904238
2010-02-15,1126.3994549905942,8,3,59.11607332072985,2.9217724553615763,166.10110305075779,9.130992069828837
2010-02-16,1142.2993859083656,9,13,83.1348257480863,4.2143833141191775,221.21892974366168,6.152534572127642
2010-02-17,1221.0849189701282,3,3,72.67417081598313,4.14085364051804,159.1925074689528,7.7867021673534085
2010-02-18,1188.2643190712201,10,18,92.72285597600533,3.3811470560246146,150.30697164062408,8.289390628463732
2010-02-19,1085.7424097711744,3,11,87.26187243970851,2.7648092269929094,190.16065581913458,6.5790680184589325
2010-02-20,1242.8653601654523,3,8,47.69695242624404,3.2645045039549165,196.65022587622954,5.838654019301458
2010-02-21,1210.1288513559716,6,6,49.00070043439402,3.7386869082738228,196.31722562366434,9.773277460695668
2010-02-22,1148.2130701988572,1,1,38.774953305466994,3.408806308959906,154.3609541950261,9.786929350143126
2010-02-23,1215.2729457933988,7,1,53.587530800221955,4.06037853696599,175.1235045534746,5.736618208180132
2010-02-24,1238.8221937597327,1,8,99.9680743103366,4.495245644502771,189.93591574730655,6.877750580466748
2010-02-25,1236.3718177572823,5,5,58.40258180305427,2.8822641768977935,167.32633485017928,9.837064951960134
2010-02-26,1150.334434499351,10,16,45.43419042823745,3.419301639319145,219.8100708388717,4.029210445933019
2010-02-27,1229.2735064806009,8,11,83.3738019132887,3.361967803841644,156.9687431569147,6.476069490274895
2010-02-28,1263.6868526970738,4,5,67.97297024238593,3.108985065497902,188.99075533376345,4.602745298085811
2010-03-01,1248.2406746616234,5,4,40.47210146688668,2.896191033440579,205.31328460105215,7.054947793375616
2010-03-02,1177.794079762896,4,6,56.6482776812606,2.6313842329793182,170.9400880107586,4.148019727242923
2010-03-03,1194.7083221127284,4,14,59.01288008775403,4.274238634447396,199.93925895980146,6.441390588343767
2010-03-04,1150.8615923285472,8,19,82.7680790398453,3.339697395372635,216.35081201138996,5.324194448712011
2010-03-05,1148.5031707846392,2,9,31.446995822433312,3.493791037000098,165.2269580076038,7.199850174752445
2010-03-06,1301.0225604116197,1,12,48.83137527588173,4.333884096401832,223.37764734598903,9.975961894604197
2010-03-07,1330.2381753589898,3,11,66.23174109208654,4.052580955031896,194.28468261298863,8.803216630760486
2010-03-08,1210.8022564815105,9,14,48.81927197169904,2.7610025282343686,173.93856034408483,9.073852549746528
2010-03-09,1266.502242531668,4,16,73.99038331932992,3.6308399352154845,184.46866203058164,7.811589924154485
2010-03-10,1236.2760587957086,10,1,63.730723549223164,3.3845045530391182,174.97535070291104,4.249359089633551
2010-03-11,1187.752348985583,5,13,55.31971784017064,4.094422145157526,208.0088927946653,5.240786056264865
2010-03-12,1239.8372260400058,2,13,96.44460388093586,3.9484650952238987,213.70405307321056,9.55038733868233
2010-03-13,1350.3730399116776,4,2,74.25116494305202,3.880811443822144,216.63499138549287,6.196678707572508
2010-03-14,1273.3279755299309,2,4,39.09589605875588,3.1810896709597936,228.8614599668593,4.621820358884774
2010-03-15,1304.943486049731,2,6,69.20641882103769,4.1099274607985095,213.30274339973468,8.214432195197212
2010-03-16,1097.259710113894,4,5,84.65122972406307,2.604782591189722,198.11072565508508,5.796746343605528
2010-03-17,1270.8210819932215,6,3,79.59427882449582,2.8192498028643342,177.1376238713427,5.61314147742503
2010-03-18,1235.5003409428796,7,1,42.04624605066816,3.1712465459558237,193.56763589685994,9.987864733349562
2010-03-19,1217.562416847008,10,4,98.06939993280723,2.6536148821385623,153.28545382323244,9.148833550159926
2010-03-20,1288.408129861259,3,20,61.416955202262415,2.969988555069383,209.58600604239305,6.447626910207046
2010-03-21,1185.6912225710867,3,2,41.13175026181829,4.160301965995837,185.67644360736813,9.881567246898994
2010-03-22,1225.2776996624461,10,5,42.61370278897036,4.396503075580158,151.601858378575,7.900679340515282
2010-03-23,1255.250391926006,6,3,36.87644945323564,3.109204711548381,155.00055532083286,8.45213471127856
2010-03-24,1312.364590715873,3,9,86.2462675904454,3.0290316079776765,180.99731710574054,4.18907825849327
2010-03-25,1213.5729881037882,2,20,38.5421346025294,3.059785304492854,196.67372152147482,4.729631556088343
2010-03-26,1200.0197617389272,8,6,38.758767999922284,3.0554381747016874,187.13631591617013,7.7985107589774305
2010-03-27,1266.2557291995636,5,18,89.53301303325864,2.571860364371946,199.5363453833724,9.394143895896903
2010-03-28,1337.9539051145396,1,6,54.12228591132917,4.353832692662216,188.42354070330845,7.742462356525574
2010-03-29,1259.4025501046153,3,19,32.16005330156507,2.9273962831406566,202.93630763850774,4.8041493659139505
2010-03-30,1217.199074042761,10,12,33.632670966288764,3.34000814816281,167.53008517366408,4.694560277477947
2010-03-31,1270.0133739036044,8,11,39.95193126927269,2.5193737654819355,159.0274549746897,9.06511537494449
2010-04-01,1249.8075778633802,4,2,44.937534358298265,4.215910181830115,197.7147163700528,4.835814032247486
2010-04-02,1293.9303974738825,7,15,76.56023359668838,3.962314688909834,188.77516135490458,7.121391763024152
2010-04-03,1260.88067703708,10,12,41.012839600127975,4.393512070347406,152.14941232359482,4.222679919773814
2010-04-04,1280.026148807583,2,12,38.32120738239504,4.063230958392798,180.43855083944288,4.484018604347064
2010-04-05,1227.170535460399,7,9,83.53033990333955,3.1274130241041305,158.49004683927964,8.03408960585719
2010-04-06,1173.9076847664724,5,2,76.97386987019401,2.9957467174568473,192.5085465402156,8.1350884625651
2010-04-07,1262.1377942040626,5,3,60.47269550186653,3.8954326151065857,181.66221437283446,6.048816439650654
2010-04-08,1260.573825829134,6,12,68.45168400360728,3.2282255500209986,199.05215288824144,5.293658591458269
2010-04-09,1247.907042685606,9,16,51.8388814228493,3.6324300315052334,214.44817750161906,8.882261624543847
2010-04-10,1285.9934561299335,6,1,63.77502941647525,2.5125149420529405,173.97349470731928,5.302619376819342
2010-04-11,1226.9669809439474,8,3,65.4670854287922,2.6237714033609505,226.9681683332022,7.252162417998278
2010-04-12,1226.6573638544983,7,20,57.10660898246671,3.5707358823633024,192.85076004700596,9.809253045177433
2010-04-13,1230.4495845696579,9,2,93.4600547470514,3.6321432928963304,199.46326390038303,4.887114627174302
2010-04-14,1207.3088748680173,4,9,31.12433054867043,4.002905888918687,204.45378985805897,9.645257604968254
2010-04-15,1239.137824543173,2,19,84.75198841638723,2.7639306392479233,203.33852238860717,5.097358318412012
2010-04-16,1267.1261821665391,7,15,38.706798186892705,3.5263661675135576,190.87765944360495,7.404659248139377
2010-04-17,1390.8968516653392,6,18,85.82831523760396,2.8888952888633774,184.3011432891747,6.262046271752467
2010-04-18,1304.9230003544217,1,11,73.11383409737049,2.6863922391253894,154.30255713419024,9.789571609010956
2010-04-19,1258.6210829335973,9,16,89.02946636554816,3.3209915881211094,151.76686762409437,5.641252174011622
2010-04-20,1241.5139035377808,9,17,36.82600279486282,2.8266732961781145,178.63689556262116,6.397948012514522
2010-04-21,1148.7337552374822,2,5,69.12864438698418,2.9435639563846374,176.69287125069542,9.897160707132523
2010-04-22,1242.7265349056233,3,12,65.0761516183538,3.1351091597390033,181.01561238712054,7.218822347130839
2010-04-23,1246.3877797561377,5,11,79.43352280743511,3.0187768014863927,161.0694560710552,7.015780693727521
2010-04-24,1415.8068918318602,5,15,67.40033863255731,2.6751825948118926,209.0534616429475,5.546670929223948
2010-04-25,1282.2400961995625,1,3,67.85141969931729,2.679832489719405,218.5571531820991,8.20818136186265
2010-04-26,1256.0940923285593,8,1,60.071716050324525,2.8864988304683363,225.0971708299228,4.086237710666666
2010-04-27,1238.385337533581,8,20,51.618409680513864,2.6011183759190777,189.38898428157006,4.297075778213761
2010-04-28,1180.7372585839603,4,16,63.758505287653456,3.752914039353854,206.06925593003427,7.596151522814816
2010-04-29,1295.308998872733,7,2,38.29446511378804,3.074653433017804,218.4440898748698,6.050047442910724
2010-04-30,1274.7081161602373,10,2,97.30593372881593,3.059491935538142,183.46328888747888,9.719898233205763
2010-05-01,1325.5540381468595,3,3,80.00875345386189,3.1639965884755306,174.75302358963555,9.419144144336714
2010-05-02,1239.3718910021275,6,8,96.67269816814928,3.8255925484194435,224.9379644682792,8.282237552060243
2010-05-03,1303.7681411567874,10,15,45.870916763097426,4.241267762966981,191.25412408616586,8.908873486766808
2010-05-04,1162.2718808103514,10,7,91.55387141235695,4.018173865111277,189.78031092727025,8.00399109800616
2010-05-05,1260.3926661606263,9,6,86.6152989194477,3.95505846045019,164.27328772507965,4.753492616260964
2010-05-06,1339.2078771742263,1,9,77.40066887203716,3.4687823712016987,158.65240116586853,8.593260218135216
2010-05-07,1178.7440234882474,5,20,73.75204302596441,3.8876111139348235,217.36854899868092,5.261151812313078
2010-05-08,1248.4927238090447,4,1,52.1584765687509,3.6055247360671663,199.13065409500143,5.94065713060118
2010-05-09,1280.278557518571,8,8,87.14875494755215,2.9325010563730576,176.0659667215559,8.915405272614521
2010-05-10,1198.5627900507131,1,3,65.10608230358136,2.9171767354821014,165.3388973912213,7.219153650360689
2010-05-11,1144.5967994624364,9,4,34.96241031238998,3.092784013750567,194.43978241357053,9.159644285100455
2010-05-12,1223.9049570137095,6,15,51.9004212598591,4.321605341939627,196.71354314089083,5.278211919059585
2010-05-13,1165.6625368718032,4,6,95.47079689817294,3.5948296807594518,166.55948809960466,7.646670631641323
2010-05-14,1240.7129870381607,9,15,89.54761824233924,3.9678107540037386,218.11245983131792,4.50274583528957
2010-05-15,1219.2731904580291,5,3,98.73339886535774,3.193117519633095,156.7411492924681,7.858365961240178
2010-05-16,1340.9082310681745,5,14,73.95953678228688,3.3154315413304505,178.48744681331374,8.57520422665321
2010-05-17,1172.3727181183806,5,20,47.32570511982884,2.7511311572745027,204.43075310100176,7.50958536387233
2010-05-18,1193.5136462111518,1,14,41.39705347738047,2.842589915643341,171.92962910553607,5.597389008992861
2010-05-19,1248.3321062458792,1,4,43.08401084259231,4.154713109652291,216.21401558250176,4.188056013153201
2010-05-20,1144.1114660737055,8,12,31.385696084307806,3.669677263377764,209.18942612803227,4.716693303785714
2010-05-21,1214.9857695729133,8,17,57.34774776901574,3.175064931767638,213.12182756385073,7.733817874444157
2010-05-22,1316.8884091559385,6,7,43.399937634967976,4.1057024179910915,159.5285228701373,9.606521301055082
2010-05-23,1169.0367809192514,4,9,58.81588223196917,2.993039811275966,161.24377023964342,5.239206423832038
2010-05-24,1206.4842558457822,2,3,95.44961022871358,4.452065397200408,172.91789901956668,8.410156894630592
2010-05-25,1208.0510597050868,2,13,60.1378146655033,3.1896352154923395,191.4461732158049,9.198706379494249
2010-05-26,1231.91595623385,9,15,91.45891478893844,3.174621908302455,209.8412861359522,7.125293070685066
2010-05-27,1128.7095149145905,5,18,72.38533366311135,3.1238238110734105,216.92247126087227,8.015594775061945
2010-05-28,1122.2316229266512,4,19,47.29920882629743,2.744223031848576,206.34682527657444,8.890091900056888
2010-05-29,1262.0149307628803,10,1,54.9098331481448,2.722274294664025,224.28775052245106,5.564050946443562
2010-05-30,1248.3973213697896,1,6,35.87436750750006,3.7962100690682465,209.0994807692744,5.781374045608258
2010-05-31,1193.6706521496806,7,2,53.342381551720734,4.250236089116094,174.5014309603692,4.003765099770737
2010-06-01,1196.0348886780193,3,14,77.42786618524738,4.081041020543347,171.2065027470858,9.778564785386815
2010-06-02,1142.2471266102305,6,6,35.04777650506046,2.782215188042702,205.6953960240872,9.50526936757807
2010-06-03,1185.3672262797882,5,14,44.378098593462056,3.591164243584133,165.42964549516915,8.587409582556582
2010-06-04,1185.8855251997068,5,4,56.700872898931806,2.7111830919532798,157.4171848648216,4.474456125859889
2010-06-05,1182.9637678003735,5,8,98.74346759111738,2.590589287226155,192.57782998849552,6.685017338197049
2010-06-06,1309.3924824273367,1,3,84.94032760712162,3.8127717187695342,215.73132558231643,4.611350523829317
2010-06-07,1187.1917140395,1,19,81.34407225444727,3.5703046673607006,158.11038739758908,4.095521603576792
2010-06-08,1101.3060169029918,3,14,38.13336695678122,2.6640473704229417,213.35130590365833,7.697097791275584
2010-06-09,1191.0457357629848,10,20,84.66971255304941,2.569878492811977,214.92576034812384,9.76497650248113
2010-06-10,1106.8075095294269,4,17,84.96881680612105,4.479512826818669,188.5819200065235,9.417208140592901
2010-06-11,1192.196976333076,5,8,72.07718869370298,2.5600426642981438,154.58482480083893,8.180528889612425
2010-06-12,1258.052241484517,2,14,99.32532473988603,3.389056506100319,163.96718809977492,4.5798435049892285
2010-06-13,1156.3475805273206,8,6,52.76777341471863,3.509238049215391,206.59410201295458,5.644984226033801
2010-06-14,1192.7902146493814,2,16,95.88907137692962,2.73456029560089,206.94223559927596,5.920340361311746
2010-06-15,1162.4816102015232,9,19,94.03117804695525,2.8381235568794327,221.86842201341324,8.578900346473368
2010-06-16,1180.1491430395677,2,14,30.80364618245645,3.203610012820705,196.61489172436663,8.813495075410685
2010-06-17,1231.0727476782988,9,19,61.50815685323677,4.023351752427326,159.9285894171022,6.3106367379395225
2010-06-18,1121.1350302960436,7,3,98.39729631361013,3.5141648481205334,159.71319244039776,6.507303979705658
2010-06-19,1142.874325828248,8,10,37.21849536856531,3.775803749105923,207.6905885885459,4.267054235657028
2010-06-20,1133.2284616066831,2,19,68.34492860683235,4.470349110181349,164.7027732086321,5.734820310512566
2010-06-21,1084.0440637104434,7,9,98.52702549287729,4.036010870626419,176.27083996932842,6.707711063065839
2010-06-22,1118.0982316744073,6,20,68.88467968741021,3.368722996282435,188.97696055375312,4.701898278311545
2010-06-23,1136.1190013285357,4,13,43.28707120805092,3.3928838435930975,151.9811902060921,6.7196047645301284
2010-06-24,1129.9943793504758,7,7,70.75282610648128,3.73754415408201,169.90552216159455,9.119054873546801
2010-06-25,1154.6087979423176,4,14,44.310840176468275,3.8307304168378087,182.6311686805824,7.48792611835032
2010-06-26,1160.9818960182345,2,9,66.3792984026139,3.5014218516733426,172.3709054794565,4.473579130230474
2010-06-27,1230.0840538213056,10,19,35.18295525386436,3.78972244562996,160.90962619740526,5.1500279129816455
2010-06-28,1091.244454184795,7,15,72.38378684500833,2.5470649888281978,208.2409806236958,6.847266100951337
2010-06-29,1237.5511138026395,8,20,66.17529573897107,3.359245727793688,215.0518124134388,6.168922898930872
2010-06-30,1129.8878139891565,2,14,81.81129581330242,3.0578761521469535,170.598318091498,6.152362117276592
2010-07-01,1052.8058102246125,5,6,74.14903298111494,2.7583488904862206,211.95355956850426,7.175604688861541
2010-07-02,1039.1767744746821,1,4,68.47243879715296,2.6990930256175503,180.8442851521051,7.5063755295367445
2010-07-03,1163.9022213844219,7,8,78.28451944736848,3.706384331229335,190.53486326832024,8.781169421657147
2010-07-04,1125.663172688281,8,17,40.07593395005616,3.5472010943052235,218.48008599145223,6.045799380774908
2010-07-05,1119.5955781036985,6,9,71.67517628810228,3.007168233992738,209.99629454419264,8.832797698243521
2010-07-06,1104.6192257555188,5,1,42.04774219759444,3.4419001175450292,214.4093481052942,6.031667374675795
2010-07-07,1074.3812585204637,6,20,94.78655454963166,3.4844646303648164,160.94761332690854,4.332597933647403
2010-07-08,1032.7529641331398,2,14,34.783387339192295,2.8900179608772314,155.57755406669835,7.325125906028747
2010-07-09,996.4258373413679,1,11,60.12623247835553,3.8041861237633015,221.47237832703897,7.527413949368887
2010-07-10,1096.9246169061328,7,3,78.70582343588114,4.061838712772181,181.02674156568756,9.607241473731161
2010-07-11,1159.1601003321987,7,9,62.06155481677811,4.082927081779038,173.03037424557448,8.356367956374847
2010-07-12,1074.143284618807,10,14,36.44666772630316,3.70493966140691,207.97570034094596,9.506635914966637
2010-07-13,998.2597439192882,10,9,68.73653112886952,3.523277165038028,216.91324772638853,9.450083261458058
2010-07-14,1066.324468333844,2,4,74.91423361791482,2.62201428601079,218.9991697518641,7.627444661549453
2010-07-15,1074.0616858984827,2,4,79.26546176933553,3.0756625977032117,175.27977129001818,7.1665723920186855
2010-07-16,1007.745994143821,1,8,56.12818701239313,2.68654289355634,218.1769912961339,7.344645802981599
2010-07-17,1106.7818192010893,10,2,69.45619797201336,4.4276463217569475,153.27471554994764,9.869984846063486
2010-07-18,1099.1773373766985,8,9,61.54805324572392,2.7701602924515214,153.9729193167775,8.639006150481753
2010-07-19,986.3053500686257,8,14,77.04392271265775,2.8035508197022043,199.88153561393236,4.637595428754375
2010-07-20,1058.5468041627162,1,9,70.8489877127373,4.279153236660984,155.0485095292437,8.6705704406884
2010-07-21,1065.9178181312463,8,16,66.80293536913945,4.387856566952916,175.96873348081292,5.023228293389355
2010-07-22,1089.2708657138578,9,17,47.4667056786774,4.031658078469819,203.82047889975394,6.684103294033754
2010-07-23,1085.0676400675984,4,16,30.141296242376374,2.5108098473453397,176.9813516843381,5.262758033059206
2010-07-24,1010.773785456192,1,12,42.185717271800044,2.5026925419131274,164.36798251520767,8.13749839319938
2010-07-25,1030.0671549634508,1,3,38.19462289969181,3.2562015395749015,172.50804974830731,9.263858417158215
2010-07-26,1050.0337080291397,3,11,61.43593215076628,2.786790740021785,186.60602658003455,5.742171312200085
2010-07-27,1047.3181057824863,5,14,72.85807055332913,2.5367722843031943,188.0308684284386,4.492064447249126
2010-07-28,1044.7523163213916,5,18,44.91595060793657,3.4281333788090094,212.64001850777618,5.790958588449779
2010-07-29,1209.0328176626372,9,5,95.73399671770309,4.386123794813943,210.012258354521,8.034171147593167
2010-07-30,1042.3631868329664,10,16,30.467749045672143,3.1476391498048626,186.54542436449083,5.972560765326699
2010-07-31,1118.0463804742571,2,20,84.06107106157401,3.822281356857393,217.65338792790172,5.6686730053228205
2010-08-01,1106.4455467529222,2,5,73.76433386713096,3.8044707062648815,159.13897108731166,5.10661114350559
2010-08-02,1038.8211998761349,6,3,56.14883607333773,3.0021602073303355,170.4282680183121,6.985098561246601
2010-08-03,988.0240595648121,9,12,33.53422610886855,3.800850497647729,216.23811708018013,5.655692968943125
2010-08-04,1039.3024513922767,1,1,73.92406002489955,2.9246679485737825,180.23952309009223,8.386062094836898
2010-08-05,960.3106515649912,9,9,56.99294590059536,2.7440148271537783,228.49452470350738,4.4597344119532165
2010-08-06,984.7412171809642,9,9,95.53869975892535,3.90276657111938,187.30026252222683,7.984198198667905
2010-08-07,1019.9773690276801,9,4,67.93930524228361,2.7268816342078335,213.35484983710114,5.425360087406619
2010-08-08,1046.0366565108213,5,3,95.77560579054557,4.49381843717871,182.18456331058974,6.935675566309619
2010-08-09,1105.408115688691,9,17,45.43385854313129,2.866904802300459,183.99628152499443,5.716539532187563
2010-08-10,894.079820377747,4,2,80.80081372548723,3.688283725512915,180.63065178273467,8.336612056064773
2010-08-11,1019.5604465995589,2,1,73.2074314594108,3.3227491428251787,207.52604964086493,9.67184224150982
2010-08-12,902.4532637932048,6,8,81.75857608819183,2.752772844811334,193.80143072479956,9.50246067681888
2010-08-13,957.3721352687113,4,13,45.026750478077574,2.555687815154827,225.50224890946953,7.500557290864546
2010-08-14,1083.3347570056617,6,15,76.54961613664416,3.7454645645856663,170.07122532272837,6.77566181954187
2010-08-15,1030.05931905937,3,8,64.86282751398082,4.113515127578252,158.04501856667554,8.90980305663629
2010-08-16,920.9565157261393,6,12,81.99774824344215,4.184031323013488,181.46091880793722,8.09995817576638
2010-08-17,937.1180925155661,2,12,52.893125090627244,3.465426946153869,199.3370166117421,5.101384685301597
2010-08-18,1004.9445047115414,2,14,92.30399178256768,4.054910934364771,218.8639149532396,8.925515281678003
2010-08-19,932.5701575968457,9,15,35.90109202279453,3.8456942669770893,177.6957509344262,6.573306336368261
2010-08-20,978.0785273093796,7,15,86.50325231538316,3.9485090549982664,202.30294008995693,5.1339139598270505
2010-08-21,1017.7452264887891,3,9,90.29237380705635,3.485198010443628,178.01589448185752,5.690784102378955
2010-08-22,981.1422600616006,1,19,87.20766179567748,3.766823480484254,199.37756663955665,5.605162181490054
2010-08-23,1069.2203961928583,8,20,65.89084759832431,4.111051827152114,220.78463576245207,7.11524184762076
2010-08-24,992.0659801001577,6,8,60.686948602153294,3.295768351114046,168.5086113807527,5.406220544067253
2010-08-25,857.5062979105966,7,19,99.73836005674137,4.1119578017351675,182.33933136856314,4.741398924409457
2010-08-26,966.5267264742824,9,6,46.04203658499135,3.6840336855781257,229.4612157143797,4.742145103682565
2010-08-27,922.6030664723975,5,20,68.28131761132312,2.8318020487415723,219.48456225995687,7.4996571828345795
2010-08-28,1046.8508269950294,1,19,76.94728677676278,2.5493683144491692,195.17118863169617,8.408555733096271
2010-08-29,963.1888671946376,10,4,79.06073451030024,3.225507200798304,191.33020734834201,5.929198053030045
2010-08-30,945.7133664560424,7,7,44.28172660170051,3.5933926565926795,172.7680305843745,4.207904258884103
2010-08-31,975.3849299990575,5,4,75.77958646378607,4.179640704406976,191.37675421548235,4.763349321622064
2010-09-01,992.1593340985238,3,12,87.28586965369361,2.7549713602804924,217.85451986239576,9.488167362022342
2010-09-02,887.6439159053468,9,13,33.501300377477854,4.100412695367158,204.81396106222246,6.961261957536718
2010-09-03,929.7724974132454,1,3,93.80649053277216,4.226018092134454,173.20352225423892,6.721436857691049
2010-09-04,971.6412699160536,1,12,32.06528386016441,2.801374974001668,166.11711368428263,4.228295069860545
2010-09-05,961.6656802243326,1,2,54.917972274187605,4.203188638608438,171.21668295974632,8.371822133901395
2010-09-06,1031.601551549118,3,2,31.106923736307344,4.4829071356855845,163.58073611142612,7.168408485592473
2010-09-07,962.6281595292046,6,9,35.40016179777073,3.9536776620964753,157.65125568189728,5.212485616519125
2010-09-08,878.4390770713691,10,1,93.78177996260553,4.069539363649976,183.5308939553644,4.660442561086343
2010-09-09,986.5349529141201,3,8,54.84025815223035,4.488830535117747,159.0639683518614,6.300327181791991
2010-09-10,1045.9630236430357,8,6,59.73400712975371,3.710962501051891,163.75300461816835,9.022971785170153
2010-09-11,1040.7469937684712,10,6,45.074106696778685,3.115772764032499,193.7859747471589,9.191767355206146
2010-09-12,912.4792730242152,2,18,71.79670391307039,4.175061668152111,163.16794189596598,7.617078282373819
2010-09-13,913.6159803542531,9,17,71.63622502744528,3.7289715550232625,155.11038139447223,8.365218563380857
2010-09-14,1000.6093581332422,3,12,56.05402742776535,3.6623908474419133,175.39110800223082,4.690934724417222
2010-09-15,901.3729633216017,5,6,53.31244102637788,3.0072711110280768,167.6255278897574,7.528756392807129
2010-09-16,958.4968616944817,10,8,91.94750157264114,4.012668539165773,191.22441503955014,8.001794220923092
2010-09-17,974.644146066654,8,19,56.82989677495409,2.6633345517201925,158.18936676665675,5.204277057482753
2010-09-18,939.2298370952836,2,10,64.54506945080857,4.348574141589323,210.14166301463825,9.280928397461555
2010-09-19,982.3216220704364,6,1,49.831333369745145,3.1516469215409693,222.49868155481107,5.169980425126118
2010-09-20,773.0138946674483,5,13,85.07386523499892,2.755549305579981,209.47481391649555,5.880864159078703
2010-09-21,883.6953075372891,10,17,57.821370982936415,3.384733066204838,192.62616299211155,7.7233410821407515
2010-09-22,922.1819624375759,9,3,65.95277325810272,2.5849398185130665,218.8534257431108,7.830100390784384
2010-09-23,872.3753228552895,5,8,47.7350019041763,3.8692523885299326,205.5934703825206,8.196308445924203
